Poste;Entreprise;Ville;Salaire/TJM;Description;Lien;tech_score;salaire_annuel_estime
Data Analyst RH;AGH CONSULTING;France / Remote;300-350 €⁄j;Nous recherchons pour l'un de nos clients, un(e) Data Analyst RH afin de valoriser les données une fois étudiées et de les structurer pour aider la DRH à développer des stratégies pertinentes dans l'ensemble des domaines RH et Finance (masse salariale, effectifs prévisionnels, ETP, KPI RH, mobilité, performance...) Vos principales missions seront les suivantes : - Extraire les données RH nécessaire à l'analyse, à l'aide des logiciels SIRH (RHPI, ADP, Workday, BOXI, etc.) - Définir les règles de gestion de nettoyage, de structuration des bases de données et rédiger les processus. - Veiller à l'exactitude des données RH, être garant et référent de ces données. - Veiller à ce que les données RH des collaborateurs soient protégées et utilisées en parfaite conformité avec les règlementations en vigueur. - Analyser les données afin d'en dégager des tendances, des axes d'amélioration. - Optimiser les process. - Réaliser des tableaux de bord à des fins de communication pour différents services ou niveaux de hiérarchies. - Réaliser des tableaux de bord permettant l'automatisation des rapports légaux (Bilan Social, Bilan Egalité F-H, Bilan Emploi CSE, etc.) - Contribuer aux chantiers Data en lien avec le Data Office (Gouvernance, fiabilité des données, ...) - Participer aux projets de digitalisation des outils RH.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-rh-1;3;71500.0
Data Analyste Communication Digitale;KEONI CONSULTING;Paris, France;100-400 €⁄j;MISSIONS : - Assurer une veille continue et réactive des sujets de discussions sur les réseaux sociaux et le web, au travers d’outils de social listening - Rédiger en temps limité des notes d'analyse des retombées sur ces sujets (des notes quotidiennes, mensuelles, thématiques, ad hoc…) - Assurer une veille en temps réel des sujets de crise et, régulièrement, d’émissions en direct durant leur diffusion en soirée - Effectuer des études réputationnelles et des recommandations de profils d’influenceurs et influenceuses -Construire des recommandations stratégiques et éditoriales à l'attention de l'équipe de la Direction de la communication digitale et des autres Directions du Groupe Expertises demandées : - Plus de 5 ans d’expérience similaire - La maîtrise préalable de Talkwalker et de X Pro est nécessaire pour la réalisation de la prestation, de même qu'une expertise avancée des méthodologies d'écoute. - Une excellente aisance rédactionnelle est nécessaire, avec une rigueur syntaxique et orthographique marquée. -Des connaissances étendues sur les sujets sociétaux, politiques, médiatiques et numériques devront pouvoir être mobilisées. Spécifiquement, des connaissances sur le fonctionnement des principaux réseaux sociaux sont attendues.;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/data-analyste-communication-digitale-1;3;55000.0
data analyst GCP;W Executive France SAS;Lille, Hauts-de-France;100-400 €⁄j;Bonjour, je recherche pour l'un de mes clients un(e) DATA ANALYST GCP . Skills : GCP - BigQuery - anglais Mission : -collecter, nettoyer, structurer et analyser des données provenant de différentes sources GCP -construire des jeux de données fiables et documentés dans BigQuery -concevoir et maintenir des tableaux de bord -optimisation BigQuery -participer à la mise en place de bonnes pratiques de gouvernance de la donnée -contribuer au contrôle qualité N'hésitez pas à revenir vers moi pour des informations complémentaires.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-gcp-23;3;55000.0
Data Analyst – Power BI / Business Objects (Junior / Confirmé) – CDI;KS Consulting;France / Remote;N/C;KS Consulting recrute un(e) Data Analyst BI disposant de 1 à 3 ans d’expérience pour intervenir chez un acteur majeur du secteur bancaire . Vous intégrerez une équipe Data / BI et interviendrez sur des sujets de reporting, d’analyse métier et de maintenance des solutions décisionnelles , dans un environnement structuré et exigeant. Missions principales Analyse et compréhension des besoins métiers (finance, banque, reporting réglementaire) Conception, développement et évolution de reportings et dashboards sous Power BI et Business Objects Participation à la maintenance et à l’optimisation des solutions BI existantes Exploitation et interrogation des données via SQL Contribution à la qualité, la fiabilité et la cohérence des données Collaboration avec les équipes métiers et techniques;https://www.free-work.com/fr/tech-it/business-analyst/job-mission/data-analyst-power-bi-business-objects-junior-confirme-cdi;3;0.0
POT8784 - Un Data Analyste énergie Sur Saint Denis;Almatek;France / Remote;N/C;Almatek recherche pour l'un de ses clients, Un Data Analyste énergie Sur Saint Denis. Objectif de la mission: Assurer la mise en qualité de la donnée énergétique et mettre en place les flux de data entre les outils internes de gestion de l’énergie (ConsoNG, eVision, Portail de Management de l’Énergie…). Périmètre opérationnel Le consultant interviendra sur : Définition et documentation des nomenclatures de compteurs et sous-compteurs Intégration de nouveaux objets énergétiques dans ConsoNG : ? sous-compteurs, panneaux photovoltaïques, IRVE Participation aux programmes Linky et Gaspar ? fiabilisation des données et échanges avec les distributeurs Mise en place et contrôle des flux inter-outils data Rédaction des expressions de besoins fonctionnels pour la DSI Mise en œuvre de règles de : contrôle d’accès aux données validation des données supervision du cycle de vie des données gestion des versions et historisation Livrables attendus Flux data inter-outils opérationnels Données énergétiques affichées de manière cohérente dans le Portail de Management de l’Énergie Documents fonctionnels et règles de qualité / gouvernance data Profil recherché Data Analyst expérimenté, idéalement avec expérience dans : la qualité et fiabilisation des données, les flux ETL/ELT ou intégrations multi-sources, le domaine énergie (,compteurs, data énergie bâtimentaire) serait un plus, rédaction d’expressions de besoins, interactions avec DSI, compréhension architectures data. Compétences clés : SQL, ETL/ELT, gouvernance data, structuration et documentation des données, contrôle qualité, architecture fonctionnelle simple.;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/pot8784-un-data-analyste-energie-sur-saint-denis;3;0.0
Data Analyste énergie flux ETL/ELT : Localisation : Saint-Denis/ko;WorldWide People;France / Remote;TJM;Data Analyste énergie flux ETL/ELT : Localisation : Saint-Denis Date de début : 05/01/2026 Data Analyst expérimenté , idéalement avec expérience dans : la qualité et fiabilisation des données , les flux ETL/ELT ou intégrations multi-sources, le domaine énergie (ENEDIS/GRDF, compteurs, data énergie bâtimentaire) serait un plus, rédaction d’expressions de besoins, interactions avec DSI, compréhension architectures data. Compétences clés : SQL, ETL/ELT, gouvernance data, structuration et documentation des données, contrôle qualité, architecture fonctionnelle simple. Objectif de la mission Assurer la mise en qualité de la donnée énergétique et mettre en place les flux de data entre les outils internes de gestion de l’énergie (ConsoNG, eVision, Portail de Management de l’Énergie…). Périmètre opérationnel Le consultant interviendra sur : Définition et documentation des nomenclatures de compteurs et sous-compteurs Intégration de nouveaux objets énergétiques dans ConsoNG : → sous-compteurs, panneaux photovoltaïques, IRVE Participation aux programmes Linky (ENEDIS) et Gaspar (GRDF) → fiabilisation des données et échanges avec les distributeurs Mise en place et contrôle des flux inter-outils data Rédaction des expressions de besoins fonctionnels pour la DSI Mise en œuvre de règles de : contrôle d’accès aux données validation des données supervision du cycle de vie des données gestion des versions et historisation Livrables attendus Flux data inter-outils opérationnels Données énergétiques affichées de manière cohérente dans le Portail de Management de l’Énergie Documents fonctionnels et règles de qualité / gouvernance data Profil recherché Data Analyst expérimenté , idéalement avec expérience dans : la qualité et fiabilisation des données , les flux ETL/ELT ou intégrations multi-sources, le domaine énergie (ENEDIS/GRDF, compteurs, data énergie bâtimentaire) serait un plus, rédaction d’expressions de besoins, interactions avec DSI, compréhension architectures data. Compétences clés : SQL, ETL/ELT, gouvernance data, structuration et documentation des données, contrôle qualité, architecture fonctionnelle simple.;https://www.free-work.com/fr/tech-it/directeur-de-la-data-cdo/job-mission/data-analyste-energie-flux-etl-elt-localisation-saint-denis-ko;3;0.0
Data Analyst Confirmé Mission Support & Gestion Backlog-Sophia Antipolis(H/F);RIDCHA DATA;France / Remote;N/C;Contexte de la mission Dans le cadre d’un renforcement des activités RUN, nous recherchons un Data Analyst Confirmé , immédiatement opérationnel, pour accompagner le Responsable Support dans le traitement durable du backlog et l’amélioration des procédures. 🎯 Objectifs et périmètre de la mission Gestion du backlog Redmine : Analyse et priorisation des tickets Prise en charge des actions nécessaires Clôture des tickets antérieurs au 01/01/2024 (hors périmètre 508) Assainissement et stabilisation du backlog Documentation & Procédures : Rédaction et formalisation des procédures de résolution Fiabilisation et homogénéisation du traitement RUN Évolution des outils : Participation à la réflexion sur une possible migration Redmine → Jira Analyse d’impact, prérequis, organisation cible Gestion des accès : Création et gestion des comptes Redmine Traitement des demandes en attente (85 demandes dont 37 déjà finalisées) Autres contributions : Support aux travaux de migration ERMV2 Périmètre complémentaire possible sur le backlog Jira CNAM ⚙️ Compétences techniques Data Analyst – Confirmé Scripting – Confirmé (souhaité) Développement – Junior (souhaité) Maîtrise des outils de ticketing (Redmine, Jira) Compréhension des environnements RUN / support Capacité à manipuler, structurer et exploiter les données pour produire des KPI 📊 Livrables attendus Tableau de bord KPI Backlog Procédures de support client formalisées Backlog assaini, priorisé et contrôlé;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-confirme-mission-support-gestion-backlog-sophia-antipolis-h-f;3;0.0
Data Engineer / Data Analyst (H/F);CITECH;Lyon, Auvergne-Rhône-Alpes;450-530 €⁄j;CITECH recrute ! 👌 Dans le cadre du renforcement de son pôle dédié à l’architecture, la valorisation et l’exploitation de la donnée, une grande entreprise nationale du secteur de l’énergie recherche un Data Engineer / Data Analyst (H/F) .🚀 L’objectif : contribuer à la fiabilité, la qualité et l’analyse des données nécessaires à la gestion des réseaux, ainsi qu’au développement de plateformes Data avancées. 🙌🔽 Vous aurez donc les missions principales suivantes : 🔽🙌 Data Engineering 🔸Concevoir, développer et maintenir des pipelines de données robustes et scalables. 🔸Industrialiser les traitements dans un environnement Databricks (Spark, Delta Lake). 🔸Optimiser la qualité, la performance et la disponibilité des données. 🔸Participer à l’architecture des solutions Data, notamment dans un contexte cloud. Data Analysis 🔸Structurer, analyser et valoriser les données issues des réseaux et services. 🔸Construire des Dashboard et indicateurs fiables pour les équipes métiers et techniques. 🔸Contribuer à la mise en place d’une gouvernance efficace des données. Collaboration & Support 🔸Travailler étroitement avec les équipes Architecture, Exploitation et SI. 🔸Participer à la documentation, la standardisation et l’amélioration continue des pratiques Data. 🔸Accompagner les utilisateurs internes dans la compréhension et l’exploitation des datasets.;https://www.free-work.com/fr/tech-it/data-engineer/job-mission/data-engineer-data-analyst-h-f-3;2;107800.0
Data Analyste (24);VISIAN;France / Remote;400-570 €⁄j;Contexte La Direction Data, au sein de la Direction du Numérique, a été créée avec la volonté de faire de la Data un levier de croissance des offres numériques. La Direction du Numérique a en effet de forts enjeux de développement des usages numériques de contenus propres ou issus des chaînes d'une grande entreprise de médias. La Direction Data a 3 grandes missions : maximiser la collecte de données tout en respectant les réglementations en vigueur, développer la connaissance et l'expérience utilisateurs et mettre à disposition auprès des équipes internes des outils d'aide à la décision et des outils de pilotage. La Direction Data recherche une prestation en Data Analyse pour accompagner la direction de la croissance des offres (CRM, Acquisition, Social, Partenariat – Chaîne et FAI). Prestations attendues La prestation consistera à participer à : La création de nouveaux rapports automatiques Power BI qui auront pour objectif de mesurer la performance des sites/applications (prise en compte des besoins des équipes internes, détermination des sources à utiliser et création du cahier des charges pour les data ingénieurs, réalisation d'une maquette, création du dashboard, itérations mode projet). Le maintien du bon fonctionnement des dashboards existants sur Power BI. L'accompagnement et le coaching des équipes internes sur l'intégration de la data dans leur processus de décision et de priorisation (Piano Analytics, Nielsen, marqueur interne). La mesure et l'analyse des données issues de nos différents outils afin de mieux comprendre les usages (web analytics, consommation vidéos vues), en collaboration avec l'équipe études. L'accompagnement des équipes internes dans l'identification des indicateurs/KPIs nécessaires au suivi de leurs activités, et avoir une vision transverse sur l'ensemble des KPIs utilisés par les équipes produit et métier et leurs méthodes de calcul. Le partage de son expertise afin de déployer notre marqueur interne sur d'autres produits. L'identification des besoins de prérequis de tracking pour mettre en place ces analyses et les remonter aux équipes internes.;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/data-analyste-24-1;2;106700.0
Data Analyste (13);VISIAN;France / Remote;400-570 €⁄j;Contexte La Direction Data, au sein de la Direction du Numérique, a été créée avec la volonté de faire de la Data un levier de croissance des offres numériques. La Direction du Numérique a en effet de forts enjeux de développement des usages numériques de contenus propres ou issus des chaînes d'un groupe audiovisuel français. La Direction Data a 3 grandes activités : maximiser la collecte de données tout en respectant les réglementations en vigueur, développer la connaissance et l'expérience utilisateurs et mettre à disposition auprès des équipes internes des outils d'aide à la décision et des outils de pilotage. Description du poste La Direction Data recherche une prestation en Data Analyse pour accompagner les équipes produits et éditoriales dans l'analyse de la performance de la plateforme de streaming vidéo du groupe. La prestation consistera à participer à : La création de nouveaux rapports automatiques Power BI qui auront pour objectif de mesurer la performance des sites/applications (prise en compte des besoins des équipes internes, détermination des sources à utiliser et création du cahier des charges pour les data ingénieurs, réalisation d'une maquette, création du Dashboard, itérations mode projet) Le maintien du bon fonctionnement des dashboards existants sur Power BI L'accompagnement et le coaching des équipes internes sur l'intégration de la data dans leur processus de décision et de priorisation (AT Internet, Nielsen, marqueur interne) La mesure et l'analyse des données issues de nos différents outils afin de mieux comprendre les usages (web analytics, consommation vidéos vues), en collaboration avec l'équipe études L'accompagnement des équipes internes dans l'identification des indicateurs/KPIs nécessaires au suivi de leurs activités, et avoir une vision transverse sur l'ensemble des KPIs utilisés par les équipes produit et métier et leurs méthodes de calcul Le partage de son expertise afin de déployer le marqueur interne sur d'autres produits L'identification des besoins de prérequis de tracking pour mettre en place ces analyses et les remonter aux équipes internes;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/data-analyste-13-1;2;106700.0
Data analyste;VISIAN;Paris, France;400-570 €⁄j;Prestation de Data AnalyseDéfinition du besoin La Direction Data, au sein de la Direction du Numérique, a été créée avec la volonté de faire de la Data un levier de croissance des offres numériques. La Direction du Numérique a en effet de forts enjeux de développement des usages numériques de contenus propres ou issus des chaînes d'un groupe audiovisuel majeur. La Direction Data a 3 grandes activités : maximiser la collecte de données tout en respectant les réglementations en vigueur, développer la connaissance et l'expérience utilisateurs et mettre à disposition auprès des équipes internes des outils d'aide à la décision et des outils de pilotage. La Direction Data recherche une prestation en Data Analyse pour accompagner les équipes produits et éditoriales dans l'analyse de la performance des contenus jeunesses. Prestations attendues La prestation consistera à participer à : La création de nouveaux rapports automatiques Power BI qui auront pour objectif de mesurer la performance des sites/applications (prise en compte des besoins des équipes interne, détermination des sources à utiliser et création du cahier des charges pour les data ingénieurs, réalisation d'une maquette, création du Dashboard, itérations mode projet) Le maintien du bon fonctionnement des dashboards existant sur Power BI L'accompagnement et le coaching des équipes internes sur l'intégration de la data dans leur processus de décision et de priorisation (AT Internet, Nielsen, marqueur interne) La mesure et l'analyse des données issues de nos différents outils afin de mieux comprendre les usages (web analytics, consommation vidéos vues), en collaboration avec l'équipe études L'accompagnement des équipes internes dans l'identification des indicateurs/KPIs nécessaires au suivi de leurs activités, et avoir une vision transverse sur l'ensemble des KPIs utilisés par les équipes produit et métier et leurs méthodes de calcul Le partage de son expertise afin de déployer le marqueur interne sur d'autres produits L'identification des besoins de prérequis de tracking pour mettre en place ces analyses et les remonter aux équipes internes;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/data-analyste-34;2;106700.0
Data Analyst Dataiku/Dremio;OBJECTWARE MANAGEMENT GROUP;France / Remote;400-550 €⁄j;L'équipe Reporting & Analyse du risque contribue au pilotage mensuel du risque avec la mise à jour du datamart risque et des reportings risque. Pour cela un RUN mensuel devra perdurer en même temps que les développements induits pour les nouveaux usages data ( nouvelles expositions de données, nouveaux outils de data préparation DREMIO-DATAIKU et utilisation de PBI report server). Cette mission a pour objectif de développer des flux dataiku et des rapports Power BI afin de contribuer au pilotage mensuel du risque. La construction et le fonctionnement de ces mises en place devront être documentés. L’équipe reporting tient à cœur de développer des suivis automatisés et optimisés. Une intégration au run mensuel ainsi qu’une participation aux demandes d’évolutions sur des suivis déjà existants pourront également être réalisées dans le but de s’imprégner du fonctionnement de l’équipe. Prestations demandées • Comprendre le fonctionnement actuel du datamart risque. • Dupliquer les RUN actuels sur les nouveaux outils DREMIO et DATAIKU • Mise en place d’un rapport Power BI version report server permettant le pilotage mensuel • Participation au double run mensuel;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-dataiku-dremio;2;104500.0
Data Engineer – Data Analyste spécialiste DATAIKU;SMARTPOINT;France / Remote;400-550 €⁄j;La mission proposée sera d’accompagner les métiers dans la cadre du projet de sortie du progiciel SAS vers le progiciel DATAIKU. Dans ce cadre, les activités principales sont : • Accompagner les utilisateurs dans la prise en main de Dataiku et le déploiement des solutions pour leurs cas d’usage. Cela passe par la compréhension de leurs besoins et contraintes opérationnelles, l’étude des solutions potentielles basées sur le progiciel, et l’aide et support à la réalisation. • Appliquer et diffuser les bonnes pratiques Dataiku ainsi que du processus MLOPS. • Assurer le Support et RUN post déploiement : surveillance, maintenance et optimisation des traitements DATAIKU. Dans le cadre de cette mission, il y a de fortes exigences sur : • Le sens de service. • La pédagogie pour accompagner efficacement les utilisateurs SAS. • L’échange et la communication avec le reste de l’équipe SOD/IA Factory ainsi que les différents interlocuteurs sur ce sujet. A savoir, l’architecte SOD/SAS, l’architecte technique SOD, les architectes DATA ainsi que les interlocuteurs CAGIP. Le critère d’expérience doit s’appliquer à tous ces éléments pour garantir l’adéquation du profil à la demande. Expertise DATAIKU DSS avec certifications : • Core Designer • Advanced Designer • ML Practitioner • MLOps Practitioner • Developer • Generative AI Practitioner;https://www.free-work.com/fr/tech-it/data-engineer/job-mission/data-engineer-data-analyste-specialiste-dataiku;2;104500.0
DATA ANALYST SPOTFIRE;UCASE CONSULTING;Paris, France;400-550 €⁄j;Contexte : Nous recherchons un Data Analyst expérimenté pour renforcer une équipe analytique en pleine croissance, dans un contexte BI & décisionnel à forte visibilité. Missions : Analyse des données et production d’insights business. Conception et maintenance de dashboards sur Spotfire et Looker . Construction de requêtes SQL complexes pour l’extraction et la transformation de données. Interactions régulières avec les équipes métier (Finance, Marketing, Opérations…). Participation à l’amélioration des modèles de données. Compétences recherchées : Maîtrise de Spotfire obligatoire. Très bonne connaissance de Looker / LookML . Expertise SQL (jointures complexes, optimisation de requêtes). Capacité d'analyse, rigueur et compréhension des enjeux business. Sens de la communication et aisance dans les restitutions. Profil attendu : 2 à 6 ans d’expérience en Data Analyse ou BI. Culture data solide et orientation business. Capacité à travailler en autonomie avec les métiers.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-spotfire-5;2;104500.0
Data Analyst - Power BI;Atlas Connect;Rennes, Bretagne;400-500 €⁄j;Nous recherchons un(e) Data Analyst passionné(e) par l’analyse de données et souhaitant évoluer dans un environnement de production dynamique. Vous intégrerez une équipe en charge de la supervision d’un outil de production et serez responsable de la création et du suivi de reporting sur l’activité. Missions principales : Analyser les données issues de l’outil de production pour fournir des reporting réguliers. Identifier et suivre les incidents de production, analyser leur origine et proposer des actions correctives. Mettre en place des actions d’amélioration des processus basées sur les analyses réalisées. Collaborer avec les équipes métiers et techniques pour optimiser le fonctionnement des outils et des processus. Profil recherché : Connaissance de Power BI et capacité à créer des rapports et dashboards clairs et efficaces. Goût pour l’analyse et l’interprétation des données. Capacité à comprendre des processus de production et à proposer des améliorations. Rigueur, curiosité et sens de l’organisation. Junior accepté, envie d’apprendre et de monter en compétence. Conditions : Poste sur site dans un premier temps pour faciliter la montée en compétence. Possibilité de télétravail partiel : 3 jours par semaine après la période initiale.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-power-bi-53;2;99000.0
Data Analyst Social Listening ( 4 ans xp);Comet;Paris, France;400-480 €⁄j;Contexte de la prestation : La prestation s’inscrit au sein de la Direction de la Communication Digitale de France Télévisions. Elle vise à conduire des analyses quantitatives et qualitatives relatives à la réputation du groupe sur les réseaux sociaux et le web. Le prestataire travaillera en lien étroit avec l’équipe communication digitale et contribuera au pilotage opérationnel de la veille, de l’analyse et des recommandations stratégiques. Missions : 1. Veille et suivi en temps réel : > Assurer une veille continue, réactive et structurée des conversations sur les réseaux sociaux et le web via des outils de social listening. > Surveiller en temps réel les signaux faibles, les sujets sensibles et les potentiels sujets de crise. > Effectuer la veille en direct lors d’émissions diffusées en soirée. 2. Analyse et production de livrables > Produire des notes d’analyse synthétiques et rapides : - Notes quotidiennes - Notes mensuelles - Analyses thématiques - Notes ad hoc selon actualité - Effectuer des études réputationnelles dans le cadre de campagnes ou dispositifs de marketing d’influence. 3. Recommandations et accompagnement stratégique - Construire des recommandations éditoriales et stratégiques à destination de la Direction de la Communication Digitale et d’autres directions internes. - Proposer des pistes d’amélioration ou d’optimisation des dispositifs de communication digitaux. 4. Collaboration interne - Travailler en étroite collaboration avec l’équipe communication digitale et contribuer à la coordination lors des sujets urgents ou sensibles. Expertises et compétences requises : > Expérience - Minimum 1 an d’expérience dans le secteur des médias et/ou du secteur public. - Minimum 5 ans d’expérience en social listening, incluant l’analyse de données conversationnelles.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-social-listening-4-ans-xp;2;96800.0
Data Analyst - Qlik Sense - Rennes;Argain Consulting Innovation;Rennes, Bretagne;400-450 €⁄j;Nous recherchons pour le compte de notre client grand compte national un(e) consultant développeur décisionnel . Ses Principales missions : Accompagnement des métiers dans l’expression des besoins et dans les recettes Modélisation décisionnelle Conception, réalisation et maintenance de tableaux de bord ou applications décisionnelles sous QlikView et/ou QlikSense Argain Consulting Innovation est une marque forte spécialisée en performance des projets, des organisations et valorisation de la donnée au sein de l'écosystème Alan Allman Associates implantée à Paris, Nantes, Lyon, Niort. Nous mettons un point d'honneur à maintenir le lien avec chacun de nos talents et mettons tout en œuvre pour développer et entretenir un fort sentiment d'appartenance. Nous rejoindre, c’est intégrer une équipe à taille humaine dont l’humain est l’épicentre, un cabinet où autonomie, confiance et partage sont des principes forts.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-qlik-sense-rennes;2;93500.0
Data Analyst - Part-time (DBT - GitLab- Looker- BigQuery);KatchMe Consulting;France / Remote;350-470 €⁄j;Cette mission est en Mi-Temps Nous recherchons deux data analyst pour une migration de modèles DBT afin de changer une partie du sourcing de la partie principale des Datamarts. Environnement & Contexte : Principalement pour les tables Client & Transactions, mais aussi d’autres modèles (Campaign, Clienteling), nous souhaitons ne plus nous sourcer sur un Datalake central, mais sur des données préparées dans un Datamart par une autre équipe, ce qui permettra de simplifier les scripts et supprimer les transformations. Il est crucial d’assurer la consistance des Data à tous les niveaux. Une analyse de gap sur les outputs principaux (Transaction, Client) a déjà été effectuée, avec un presque alignement au niveaux du nombre de record par Primary Key, mais au cours de la migration, il y aura forcément des différences relevées sur les dimensions/mesures, que vous allez devoir analyser, investiguer et remonter. Le Data Engineer aura pour mission principales : Revoir une bonne partie des modèles DBT dans notre Datamart Client qui contient environ 45 modèles finaux (et 60 modèles intermédiaires), pour modifier le sourcing (au lieu de sources brutes, se reposer sur un Datamart qui contient déjà certains indicateurs que nous préparions de notre côté) Simplifier et supprimer les transformations du script Client pour en simplifier la maintenance, et les investigations. Test de non regression sur le modele final, pour garantir que les outputs sont ISO (ou très proches, avec investigations des écarts et remontée/échanges avec l’équipe en charge du Datamart) Validation dans les outils finaux (explores/dashboards Looker) de la consistance des chiffres. Mise à jour de la documentation des modèles (SQL, Yaml, Confluence, Data Model);https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-engineer-part-time-dbt-vscode-looker-bigquery;2;90200.0
Data Analyste;VISIAN;France / Remote;310-420 €⁄j;Prestation de Data Analyse pour la Direction de la Communication DigitaleInformations Générales Contexte de la Mission Pilotage de la réputation sur les réseaux sociaux et le web pour la Direction de la communication digitale : veille continue, analyses quantitatives/qualitatives, alertes et recommandations aux directions concernées. Activités Attendues Veille social listening en continu (sujets, tendances, crises) et suivi temps réel d'émissions en direct (soirées). Notes d'analyse rapides (quotidiennes, mensuelles, thématiques, ad hoc). Études réputationnelles liées à des opérations de marketing d'influence. Recommandations stratégiques & éditoriales pour la Direction de la com' digitale et les autres directions.;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/data-analyste-35;2;80300.0
Data Engineer / Data Analyst Python;Groupe Aptenia;France / Remote;320 €⁄j;🔍 Nous recherchons un(e) Data Analyst / Data Engineer pour renforcer une équipe existante et accompagner la transformation digitale et la gestion des données réglementaires du département Chartering , dans un contexte fortement exposé aux enjeux de conformité FUEL EU . 1) Suivre et agir pour la transformation digitale et la gestion/collecte des données réglementaires du département Chartering (état des lieux et mise en place de process) 2) Collecter les informations nécessaires pour le calcul de la compliance FUEL EU et tenir à jour les bases de données spécifiques pour ces calculs et leurs couts 3) Elaborer et comparer les différentes options pour diminuer l’exposition réglementaire 4) Contrôler et challenger les informations et projections communiquées par les armateurs et les lignes exploitantes 5) Mettre en place des outils et KPI’s permettant des prises de décisions opérationnelles 6) Négocier / coordonner avec les armateurs le timing et la nature des mesures pour compenser ou neutraliser les déficits réglementaires 7) Présenter et partager les résultats avec les lignes, plateau IMO, départements/métiers concernés;https://www.free-work.com/fr/tech-it/developpeur-python/job-mission/data-engineer-data-analyst-python;2;70400.0
Junior Data Analyst – Power BI;Groupe Aptenia;Lyon, Auvergne-Rhône-Alpes;250 €⁄j;‼️ Junior Data Analyst – Power BI ‼️ FREELANCE / PORTAGE SALARIAL - Longue mission 🔍 Nous recherchons un(e) jeune Data Analyst Power BI motivé(e) et prêt(e) à se lancer sur une mission opérationnelle très concrète : migration de dashboards Power BI existants. 📅 Démarrage ASAP 📍 Lyon 🎯 Mission : ✅ Migrer des rapports Power BI hébergés sur Power BI Server on-premise ✅ Revoir le modèle de données si nécessaire ✅ Garantir la cohérence visuelle & fonctionnelle des rapports Possibilité d'intégrer le client en CDI au bout d'un an de prestation;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/junior-data-analyst-power-bi;2;55000.0
DATA ANALYST CONFIRMÉ (H/F);GROUPE ALLIANCE;Paris, Île-de-France;50k-57k €⁄an;ACCROCHE SI TU ADORES CONSTRUIRE DES PIPELINES SOLIDES COMME LE ROC, CETTE ANNONCE EST POUR TOI... CE QUE TU RECHERCHES : Évoluer au sein d’une équipe dynamique Participer à des projets innovants d’envergure Relever des défis liés à l’ingénierie des données, aux flux et aux performances Donner un nouveau souffle à ta carrière Alors nous avons la mission idéale pour toi. Au sein d’un acteur majeur du secteur , tu participeras : Les pipelines de données, tu développeras La qualité, la fiabilité et la sécurité des données, tu garantiras L’intégration et la transformation des données, tu automatiseras Les architectures data (batch & temps réel), tu concevras La scalabilité et la performance des traitements, tu optimiseras Les outils de monitoring et de gestion des flux, tu mettras en place Ton équipe projet, tu accompagneras Aux rituels agiles et instances data, tu participeras QUI TU ES : Diplômé(e) de la formation qui va bien Surdoué(e) ou doté(e) d’une expérience de ans minimum en ingénierie de la donnée ou en développement data Expert(e) en Habile avec les outils AU-DELÀ DES COMPÉTENCES TECHNIQUES, TU ES / AS : Dynamique : tu n’aimes pas rester les deux pieds dans le même sabot Autonome : un guide du Routard te suffira Esprit de synthèse : tu sais aller à l’essentiel Capacité d’adaptation : tu es un vrai caméléon Sens de la communication : les mots n’ont pas de secret pour toi Force de proposition : tu es l’Aladdin de l’informatique Esprit d’équipe : un pour tous et tous pour un !;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-confirme-h-f-8;2;53500.0
